Longitude,Latitude,Name,Street,City,Zip,State
-80.507115,35.656672,Rolling Hills Golf Club,275 Par Dr,Salisbury,28147,NC
-80.49809,35.703762,The Crescent Golf Club,220 Laurel Valley Way,Salisbury,28144,NC
-80.447166,35.651786,Corbin Hills Golf Club,431 Wildwood Dr,Salisbury,28146,NC
-80.431772,35.631985,Mc Canless Golf Course,3515 Stokes Ferry Rd,Salisbury,28146,NC
-79.176381,35.513339,Sanford Municipal Golf Course,600 Golf Course Rd,Sanford,27330,NC
-79.108919,35.415976,Carolina Trace Country Club,2100 Country Club Dr,Sanford,27332,NC
-79.23634,35.391508,Quail Ridge Golf Course,5634 Quail Ridge Dr,Sanford,27332,NC
-79.211347,35.394016,Tobacco Road Golf Course,442 Tobacco Rd,Sanford,27332,NC
-79.058554,35.287658,Carolina Lakes Country Club,53 Carolina Lakes Rd,Sanford,27332,NC
-83.054214,35.119288,The Country Club of Sapphire Valley,120 Handicap Dr,Sapphire,28774,NC
-83.077938,35.123986,Burlingame Country Club,1600 US Hwy 64 W,Sapphire,28774,NC
-83.050216,35.110368,Red Bird Golf Links,67 Cherokee Trl,Sapphire,28774,NC
-83.025073,35.113336,Sapphire Mountain Golf Club,50 Slicers Ave,Sapphire,28774,NC
-78.189524,35.525089,Cardinal Country Club,363 Parrish Memorial Rd,Selma,27576,NC
-79.586659,35.26526,Seven Lakes Country Club,2000 Seven Lakes S,Seven Lakes,27376,NC
-77.955712,35.351652,Three Eagles Golf Course,1385 S Andrews St,Seymour Johnson Afb,27531,NC
-78.371765,33.961324,Rivers Edge Golf Club,2000 Arnold Palmer Dr,Shallotte,28470,NC
-78.392947,33.955864,Brierwood Golf Club,27 Briarwood Rd,Shallotte,28470,NC
-81.588797,35.249833,River Bend Golf Course,3005 Longwood Dr,Shelby,28152,NC
-81.554459,35.293988,Royster Memorial Golf Course,850 W Sumter St,Shelby,28150,NC
-81.503078,35.292414,Cleveland Country Club,1360 E Marion St,Shelby,28150,NC
-81.501598,35.33541,Challenger 3 Golf Club,1650 N Post Rd,Shelby,28150,NC
-81.500816,35.340235,Deer Brook Golf Club,201 Deerbrook Dr,Shelby,28150,NC
-81.489989,35.379602,Pine Grove Golf Club,1108 Costner Rd,Shelby,28150,NC
-79.472851,35.701222,Siler City Country Club,150 Country Club Dr,Siler City,27344,NC
-78.39276,35.468059,Country Club of Johnson County,694 Country Club Rd,Smithfield,27577,NC
-77.433559,34.510193,North Shore Country Club,101 N Shore Dr,Sneads Ferry,28460,NC
-79.413844,35.900334,Sourwood Forest Golf Course,8055 Pleasant Hill Church Rd,Snow Camp,27349,NC
-77.611781,35.402581,Cutter Creek Golf Club,28 Nina Lake Dr,Snow Hill,28580,NC
-79.394721,35.165665,Southern Pines Country Club Par 3,280 Country Club Cir,Southern Pines,28387,NC
-79.426823,35.200354,Mid South Club,1 Palmer Dr,Southern Pines,28387,NC
-79.408614,35.207913,Talamore Golf Club,48 Talamore Dr,Southern Pines,28387,NC
-79.407061,35.197568,Knollwood Fairways & DR,1470 Midland Rd,Southern Pines,28387,NC
-79.394721,35.165665,Southern Pines Country Club,280 Country Club Cir,Southern Pines,28387,NC
-79.391178,35.194465,Mid Pines Inn and Golf Club,1010 Midland Rd,Southern Pines,28387,NC
-79.39104,35.194754,Pine Needles Lodge & Golf Club,1005 Midland Rd,Southern Pines,28387,NC
-79.34312,35.204979,Hyland Hills Resort,115 Fairway Ave,Southern Pines,28387,NC
-79.421921,35.199392,Longleaf Golf and Country Club,10 Knoll Rd,Southern Pines,28387,NC
-78.063349,33.928411,South Harbour Golf Links,4188 Vanessa Dr,Southport,28461,NC
-78.051841,33.960599,Bald Head Island Golf Course,1 Saltmeadow Trail,Southport,28461,NC
-78.105345,33.951576,Reserve Club At St James Plantation,4061 Wyndmere Dr,Southport,28461,NC
-78.111382,33.933764,Founders Club At St James Plantation,3021 Beaver Creek Dr,Southport,28461,NC
-78.083465,33.945917,Players Club At St James Plantation,3684 Players Club Dr SE,Southport,28461,NC
-78.052046,34.031989,The Lakes Country Club,591 South Shore Drive BSL,Southport,28461,NC
-78.123507,33.944401,Members Club At St James Plantation,3779 Members Club Blvd,Southport,28461,NC
-81.167534,36.534639,New River Country Club,611 Golf Course Rd,Sparta,28675,NC
-78.129919,35.984988,Peachtree Hills Country Club,3512 Peachtree Hills Road,Spring Hope,27882,NC
-78.101441,36.004869,Willobe Lane Golf Course,12731 Edwards Rd,Spring Hope,27882,NC
-78.972732,35.288937,Anderson Creek Golf Club,125 Whispering Pines Dr,Spring Lake,28390,NC
-82.066808,35.907035,Grassy Creek Golf & Country Club,101 Golf Course Rd,Spruce Pine,28777,NC
-79.626823,35.790003,Sandy Creek Golf Club,5454 Whites Chapel Rd,Staley,27355,NC
-80.962674,35.446471,Cowans Ford Country Club,761 Club Dr,Stanley,28164,NC
-80.84792,36.308038,Cedarbrook Country Club,225 Country Club Dr,State Road,28676,NC
-80.817932,35.788566,Statesville Country Club,635 Deauville Rd,Statesville,28625,NC
-80.940607,35.761147,Lakewood Golf Club Inc,273 Old Airport Rd,Statesville,28677,NC
-80.892024,35.750173,Third Creek Golf Course,2120 Shelton Ln,Statesville,28677,NC
-80.870766,35.746754,Fox Den Country Club,175 Clubhouse Dr,Statesville,28677,NC
-80.824174,35.773832,Twin Oaks Golf Club,320 Twin Oaks Rd,Statesville,28625,NC
-81.045,35.744488,River Oaks Country Club,233 Broken Arrow Dr,Statesville,28677,NC
-79.990246,36.214448,Dawn Acres Golf Club,7712 Nc Highway 68 N,Stokesdale,27357,NC
-79.883828,36.412503,Deep Springs Country Club Inc,160 Country Club Dr,Stoneville,27048,NC
-79.93063,36.418467,Dan Valley Golf Course,6564 Nc Highway 135,Stoneville,27048,NC
-79.896928,36.461351,Ponderosa Golf Club,108 Ponderosa Rd,Stoneville,27048,NC
-79.844034,36.207825,Iron Play Golf Course,6261 Lake Brandt Rd,Summerfield,27358,NC
-79.819078,36.256871,Greensboro National Golf Club,330 Niblick Dr,Summerfield,27358,NC
-78.537255,33.89385,Pearl Golf Links,1300 Pearl Blvd SW,Sunset Beach,28468,NC
-78.53201,33.884536,Oyster Bay Golf Links,614 Lake Shore Dr,Sunset Beach,28468,NC
-78.515472,33.903908,Sea Trail Golf Links,75 Clubhouse Rd,Sunset Beach,28468,NC
-78.510918,33.920386,Sandpiper Bay Golf & Country Club,800 N Sandpiper Club Dr SW,Sunset Beach,28468,NC
-78.540527,33.905535,Thistle Golf Club,1815 Olde Thistle Downs Dr SW,Sunset Beach,28468,NC
-78.221956,33.931645,Lockwood Folly Country Club,19 Clubhouse Dr SW,Supply,28462,NC
-77.086594,34.73699,Silver Creek Golf Club,601 Pelletier Loop Rd,Swansboro,28584,NC
-83.125592,35.385583,Balsam Mountain Preserve Golf Course,52 Sugarloaf Rd,Sylva,28779,NC
-77.546547,35.895628,Hilma Country Club,809 W Country Club Dr,Tarboro,27886,NC
-77.55451,35.86903,The Links At Cotton Valley Golf Club,2681 US Highway 258 S,Tarboro,27886,NC
-81.261529,35.92302,Brushy Mountain Golf Course,Highway 64,90 West,ylorsville,NC
-80.097843,35.841827,Winding Creek Golf Course,72 Winding Creek Rd,Thomasville,27360,NC
-80.03375,35.876761,Colonial Country Club,7047 Colonial Club Dr,Thomasville,27360,NC
-81.080666,36.353423,Stone Mountain Golf Club,155 View Point Dr,Traphill,28685,NC
-77.280399,35.035615,Quaker Neck Country Club,241 Country Club Ln,Trenton,28585,NC
-79.881198,35.382383,Denson's Creek Golf Course,1235 Nc Highway 134 N,Troy,27371,NC
-82.253648,35.218625,Tryon Country Club,393 Country Club Rd,Tryon,28782,NC
-82.141521,35.207306,Red Fox Country Club,106 Club Rd,Tryon,28782,NC
-83.059368,35.221237,Bear Lake Golf Club,1536 Grandview Dr,Tuckasegee,28783,NC
-79.211073,35.240203,Woodlake Country Club,150 Woodlake Blvd,Vass,28394,NC
-79.462659,35.1967,Pinehurst Resort & Country Club #'s 6/7,Hwy. 5,Village of Pinehurst,28374,NC
-80.048495,34.942246,Twin Valley Country Club,2305 Country Club Rd,Wadesboro,28170,NC
-79.435597,34.957505,Deercroft Golf & Country Club,30000 Deercroft Dr,Wagram,28396,NC
-78.603817,35.987827,The Hasentree Golf Club,7213 Hasentree Club Dr,Wake Forest,27587,NC
-78.567353,36.005304,Brevofield Golf Links,13601 Camp Kanata Rd,Wake Forest,27587,NC
-78.519505,35.984643,Paschal Golf Club,555 Stadium Dr,Wake Forest,27587,NC
-78.498361,35.951691,Heritage Golf Club,1250 Heritage Club Ave,Wake Forest,27587,NC
-77.942952,34.75933,River Landing,116 Paddle Wheel Dr,Wallace,28466,NC
-78.04266,34.743594,Rockfish Country Club,6722 S Nc 41 Hwy,Wallace,28466,NC
-80.132928,36.368517,Hemlock Golf Club,1872 Power Dam Rd,Walnut Cove,27052,NC
-78.121763,36.386988,Warrenton Golf Club,129 19th Hole,Warrenton,27589,NC
-76.987399,35.503971,Washington Yacht & Country Club,7155 River Road,Washington,27889,NC
-80.789643,35.028725,The Club At Longview,8801 Longview Club Dr,Waxhaw,28173,NC
-83.018589,35.489118,Laurel Ridge Country Club,49 Cupp Ln,Waynesville,28786,NC
-82.994367,35.47938,Iron Tree Golf Course,636 Iron Tree,Waynesville,28786,NC
-82.979774,35.520072,Lake Junaluska Golf Course,756 Golf Course Rd,Waynesville,28786,NC
-82.997121,35.470853,The Waynesville Inn Golf Resort and Spa,176 Country Club Dr,Waynesville,28786,NC
-82.520282,35.698986,Reems Creek Golf Club,36 Pink Fox Cove Rd,Weaverville,28787,NC
-77.615144,36.419998,Chockoyotte Country Club,800 Country Club Rd,Weldon,27890,NC
-78.390816,35.771375,Wendell Country Club,180 Jake May Rd,Wendell,27591,NC
-79.589979,35.25913,Beacon Ridge Golf & Country Club,6000 Longleaf Drive,West End,27376,NC
-81.530973,36.376374,Mountain Aire Golf Course,1104 Golf Course Rd,West Jefferson,28694,NC
-79.402303,35.30964,The Carolina Club,277 Avenue of the Carolina,Whispering Pines,28327,NC
-79.376487,35.259451,Country Club of Whispering Pines,2 Club House Blvd,Whispering Pines,28327,NC
-79.372886,35.238577,Whispering Woods,26 Sandpiper Dr,Whispering Pines,28327,NC
-77.790031,36.123787,Hickory Meadows Golf Club,8983 NC Hwy 33 W,Whitakers,2789,NC
-78.715442,34.369662,Whiteville Country Club,2333 James B White Hwy N,Whiteville,28472,NC
-78.764744,34.417624,Land O Lakes Golf Course,2950 Bill Hooks Rd,Whiteville,28472,NC
-79.599885,36.068333,Stoney Creek Golf Club,911 Golf House Rd E,Whitsett,27377,NC
-79.578771,36.012531,Brookwood Golf Course,1753 Nc Highway 61,Whitsett,27377,NC
-83.365233,35.411915,Smoky Mountains Golf Club,1300 Conleys Creek Road,Whittier,28789,NC
-83.326569,35.433778,Sequoyah National Golf Club,79 Cahons Rd,Whittier,28789,NC
-81.152255,36.117805,Oakwoods Country Club,541 Clubhouse Rd,Wilkesboro,28697,NC
-77.068405,35.828366,Roanoke Country Club,1380 Fairway Dr,Williamston,27892,NC
-78.755496,35.549316,Hidden Valley Golf Club,7900 S Nc 55 Hwy,Willow Spring,27592,NC
-77.876412,34.207427,Wilmington Municipal Golf Course,311 S Wallace Ave,Wilmington,28409,NC
-77.756059,34.282867,Eagle Point Golf Club,8131 Bald Eagle Ln,Wilmington,28411,NC
-77.806353,34.246613,Country Club of Landfall,800 Sunrunner Pl,Wilmington,28405,NC
-77.900015,34.189613,Pine Valley Country Club,500 Pine Valley Dr,Wilmington,28412,NC
-77.916017,34.220794,Cape Fear Country Club,1518 Country Club Rd,Wilmington,28403,NC
-77.911341,34.07491,Masonboro Country Club,535 The Cape Blvd,Wilmington,28412,NC
-77.923231,34.168355,Echo Farms Golf & Country Club,4114 Echo Farms Blvd,Wilmington,28412,NC
-77.905102,34.114693,Beau Rivage Resort & Golf Club,649 Rivage Promenade,Wilmington,28412,NC
-77.852842,34.247498,Inland Greens Golf Course,5945 Inland Greens Dr,Wilmington,28405,NC
-77.758546,34.292157,Porters Neck Country Club,8403 Vintage Club Cir,Wilmington,28411,NC
-77.916158,35.721714,Wedgewood Country Club,Stansberg Road,Wilson,27893,NC
-77.938575,35.782006,Wilson Country Club,4509 Country Club Dr N,Wilson,27896,NC
-77.924701,35.70461,Willow Springs Country Club,US 301 South,Wilson,27893,NC
-77.883075,35.710677,Happy Valley Golf Course,2123 US Highway 264 E,Wilson,27893,NC
-76.953229,35.97796,Cashie Golf & Country Club,132 Country Club Rd,Windsor,27983,NC
-77.979887,34.122625,Old Fort Golf Course,3189 River Rd SE,Winnabow,28479,NC
-80.205507,36.087461,Reynolds Park Golf Course,2391 Reynolds Park Rd,Winston Salem,27107,NC
-80.202112,36.120758,Winston Lake Golf Course,3535 Winston Lake Rd,Winston Salem,27105,NC
-80.298301,36.097895,Forsyth Country Club,3101 Country Club Rd,Winston Salem,27104,NC
-80.259636,36.18448,Pine Brook Country Club,5475 Germanton Rd,Winston Salem,27105,NC
-80.270554,36.123829,Old Town Club,2875 Old Town Club Rd,Winston Salem,27106,NC
-80.259266,36.020478,Wilshire Golf Club,1570 Bridgton Rd,Winston Salem,27127,NC
-80.147753,36.002095,Meadowlands Golf Course,542 Motsinger Rd,Winston Salem,27107,NC
-80.137124,36.026381,Olde Homeplace Golf Club,4295 Wallburg Rd,Winston Salem,27107,NC
-76.913619,36.384981,Tuscarora Greens,101 Golf Rd,Winton,27986,NC
-80.657465,36.173654,Yadkin Country Club,2501 Country Club Road,Yadkinville,27055,NC
-79.316836,36.44791,Caswell Pines Golf Club,2380 County Home Road,Yanceyville,27379,NC
-78.51984,36.072177,Olde Liberty Golf and Country Club,100 Commonwealth Dr,Youngsville,27596,NC
-78.312557,35.889719,Zebulon Country Club,2424 Pearces Rd,Zebulon,27597,NC
-99.388874,46.034326,Ashley Country Club,4764 Highway 11,Ashley,58413,ND
-101.736694,48.315895,Berthold Golf Club,SE Corner of Berthold,Berthold,58718,ND
-101.785679,47.259835,Black Sand Golf Course,off Highway #49 South,Beulah,58523,ND
-100.802301,46.794542,Riverwood Golf Club,725 Riverwood Dr,Bismarck,58504,ND
-100.79438,46.819588,Tom O'Leary Golf Course,1200 N Washington St,Bismarck,58501,ND
-100.762158,46.834579,Pebble Creek Municipal Golf Course,2525 N 19th St,Bismarck,58503,ND
-100.620253,46.819194,Apple Creek Country Club,Highway 10,Bismarck,58502,ND
-100.852714,46.867349,Hawktree Golf Club,3400 Burnt Creek Loop,Bismarck,58503,ND
-100.445774,48.829245,Birchwood Golf Course,305 Main St,Bottineau,58318,ND
-100.400694,48.869683,Bottineau Country Club,10002 Lake Rd,Bottineau,58318,ND
-102.132705,48.80716,Bowbells Country Club,Country Road Hwy 52E,Bowbells,58721,ND
-103.390957,46.147742,Sweetwater Golf Course,14501 88th St SW,Bowman,58623,ND
-101.414739,48.275409,Wildwood Golf Course,8401 Highway 15,Burlington,58722,ND
-99.206372,48.489983,Cando Golf Club,307 Main St,Cando,58324,ND
-99.11758,47.466987,Crossroads Golf and Recreation Parkway,393 Hwy 281 NE,Carrington,58421,ND
-97.203007,46.90658,Cottonwood Golf Course,City Park,Casselton,58012,ND
-97.752179,48.771863,Cavalier Country Club,9355 135th Ave NE,Cavalier,58220,ND
-101.299659,47.11635,Square Butte Creek Golf Club,2 Miles E & 1.5 Miles S,Center,58530,ND
-102.854774,48.894558,Columbus Golf Course,Columbus City Park,Columbus,58727,ND
-98.131773,47.447424,Cooperstown Country Club,305 Fairway Dr,Cooperstown,58425,ND
-103.296869,48.90889,Crosby Country Club,Long Creek Park,Crosby,58730,ND
-98.928596,48.081371,Devils Lake Town & Country Club,515 Country Club Dr,Devils Lake,58301,ND
-102.832872,46.861687,Heart River Municipal Golf Course,2508 8th St SW,Dickinson,58601,ND
-100.396819,47.91993,Drake Golf Course,South of Highway 52,Drake,58736,ND
-97.177704,48.563575,Drayton Golf Club,North Main Street,Drayton,58225,ND
-100.051589,48.7333,Garden Gate Golf Course,2 Mile North Highway 3,Dunseith,58329,ND
-98.719896,46.370022,Edgeley Splicken Country Club,8151 72nd St SE,Edgeley,58433,ND
-98.528745,46.056547,Ellendale Country Club,Off Highway 281,Ellendale,58436,ND
-97.605594,46.625255,Enderlin Golf Course,2 Miles SW,Enderlin,58027,ND
-96.888263,46.815257,Osgood Golf Course,4400 Clubhouse Dr,Fargo,58104,ND
-96.832081,46.853234,Prairiewood Municipal Golf Course,209 Prairiewood Dr S,Fargo,58103,ND
-96.807221,46.808025,Rose Creek Golf Course,1500 E Rose Creek Pkwy S,Fargo,58104,ND
-96.777879,46.89485,El Zagal Golf Club,Elm St & 14th Ave N,Fargo,58102,ND
-96.766985,46.927401,Edgewood Municipal Golf Course,19 Golf Course Ave NE,Fargo,58102,ND
-96.791384,46.840067,Fargo Country Club,509 26th Ave S,Fargo,58103,ND
-99.619037,47.680458,Fessenden Country Club,County Hwy 1,Fessenden,58438,ND
-97.793054,47.52121,Hill & Dale Golf Club,PO Box 28,Finley,58230,ND
-101.303881,46.588587,Louse Creek Golf Course,County Road 84 South,Flasher,58535,ND
-97.737409,46.10263,Forman Golf Course,95 Highway 11,Forman,58032,ND
-99.141812,46.620572,Gackle Country Club,South on Highway 56,Gackle,58442,ND
-101.413099,47.64641,Garrison Golf Course,Highway 37,Garrison,58540,ND
-101.823997,46.844442,Crossroads Golf Course,4051 CR 88,Glen Ullin,58631,ND
-97.390709,48.424938,Fair Oaks Golf Club,30 Golf Course Rd,Grafton,58237,ND
-97.066724,47.870937,King's Walk,5301 S Columbia Rd,Grand Forks,58201,ND
-97.026452,47.898392,Lincoln Park Municipal Golf Course,250 Elks Dr,Grand Forks,58201,ND
-97.043637,47.914242,Grand Forks Country Club,794 S 12th St,Grand Forks,58201,ND
-97.079472,47.917863,Ray Richards Golf Course,3501 Demers Ave,Grand Forks,58201,ND
-97.032034,47.924085,Plainsview Golf Course,641 Alert Ave,Grand Forks,58205,ND
-97.726549,46.22584,The Springs Golf Course,565 Bogey Rd,Gwinner,58040,ND
-96.838722,45.936073,Dakota Winds @ Dakota Magic Casino and Hotel,16849 102nd St SE,Hankinson,58041,ND
-99.891165,47.856253,Harvey Country Club,RR #3,Harvey,58341,ND
-101.616487,47.300403,Hazen Golf Course,Highway 200,Hazen,58545,ND
-102.617647,45.992667,Hettinger Country Club,Country Club Road,Hettinger,58639,ND
-97.069355,47.41014,Goose River Golf Club,700 6th St NW,Hillsboro,58045,ND
-97.723612,47.319102,Hope Golf Club,3 Miles West of Hope,Hope,58046,ND
-98.671889,46.904358,Hillcrest Municipal Golf,606 27th Avenue S.E.,Jamestown,58401,ND
-98.650005,46.870764,Jamestown Country Club,3730 86th Ave SE,Jamestown,58401,ND
-102.068943,48.67413,Kenmare Country Club,Highway 52,Kenmare,58746,ND
-102.842219,47.27021,Medicine Hole Golf Course,10456 10th St NW,Killdeer,58640,ND
-98.988111,46.273221,Kulm Golf Club,6680 79 St SE,Kulm,58456,ND
-98.334109,48.02113,Lakota Rock Creek Golf Course,4252 Highway 1,Lakota,58344,ND
-98.377993,46.456955,Memorial Park Country Club,9755 66th St SE,Lamoure,58458,ND
-98.316154,46.35537,La Moure Country Club,Highway 13,Lamoure,58458,ND
-98.365039,48.764795,Langdon Country Club,RR 1,Langdon,58249,ND
-101.299262,48.62538,Lansford Golf Course,Off Highway 83,Lansford,58750,ND
-97.594914,47.932663,Larimore Golf Club,3560 18th Ave NE,Larimore,58251,ND
-99.441724,48.288961,Leeds Golf Club,1st St,Leeds,58346,ND
-97.261872,46.64795,Leonard Golf Course,5274 153rd Ave SE,Leonard,58052,ND
-97.142712,46.07658,Lidgerwood Golf Course,633 1st St,Lidgerwood,58053,ND
-100.25162,46.263092,Linton Country Club,7990 6th Ave SE,Linton,58552,ND
-97.681489,46.44201,Lisbon Bissell Golf Club,Fore Valley Road,Lisbon,58054,ND
-100.904842,46.817118,Mandan Municipal Golf Course,1002 7th St SW,Mandan,58554,ND
-100.851602,46.814419,Prairie West Golf Course,2709 Longspur Trl,Mandan,58554,ND
-97.183604,48.048605,Manvel River's Edge Golf Course,1664 26th Ave NE,Manvel,58256,ND
-97.052954,46.880681,Maple River Golf Club,3666 163rd Ave SE,Mapleton,58059,ND
-97.344036,47.501462,Mayville Golf Club Inc,34 Westwood Dr,Mayville,58257,ND
-98.175603,47.769759,Mc Ville Golf Course,202 W Golf Ave,McVille,58254,ND
-103.521131,46.875345,Bully Pulpit Golf Course,Bible Camp Rd,Medora,58645,ND
-98.119448,48.04264,Michigan Duffers Golf Course,NW Edge of Town,Michigan,58259,ND
-97.460504,46.25808,Lakeview Golf Course,First Street,Milnor,58060,ND
-101.327152,48.413026,Roughrider Golf Course,220 Golf Drive,Minot Afb,58705,ND
-101.317177,48.221309,Souris Valley Golf Course,2400 14th Avenue,Minot,58701,ND
-101.317109,48.228332,Jack Hoeven Wee Links Golf Course,900 Forest Rd,Minot,58701,ND
-101.295699,48.18472,Minot Country Club,Country Road #15W,Minot,58701,ND
-101.253593,48.21587,Apple Grove Golf Course,2604 Valley St,Minot,58701,ND
-101.496424,48.807732,Mohall Country Club,9606 36th Ave NW,Mohall,58761,ND
-102.309989,46.371237,Mott Golf Course,Highway 21,Mott,58646,ND
-99.769029,46.500585,Napoleon Country Club,N.E. of Town,Napoleon,58561,ND
-102.861697,46.538539,New England Golf Club,716 4th Ave E,New England,58647,ND
-99.024899,47.67261,New Rockford Golf Course,One Mile N of New Rockford Town,New Rockford,58356,ND
-101.449512,46.89814,New Salem Golf Course,PO Box 18,New Salem,58563,ND
-102.556244,47.97903,Edgewater Country Club,Highway 23,New Town,58763,ND
-97.495129,47.809425,Northwood Golf Course,RR 2,Northwood,58267,ND
-98.090667,46.170022,Oakes Golf Course,8587 Highway 1,Oakes,58474,ND
-96.799652,46.673631,Oxbow Golf & Country Club,130 Oxbow Dr,Oxbow,58047,ND
-97.749129,48.406119,Hillcrest Country Club,100 Sandwood Pl,Park River,58270,ND
-102.161269,47.919964,Dr. Blatherwich Golf Course,PO Box 381,Parshall,58770,ND
-97.240831,48.952387,Pembina Golf Club,Old Highway 81,Pembina,58271,ND
-102.547649,48.996055,Gateway Cities Golf Club,S. Railway,Portal,58772,ND
-103.04415,48.163439,The Links of North Dakota,5153 109th Ave NW,Ray,58849,ND
-101.364569,47.49388,Riverdale Golf Course,3821 10th St NW,Riverdale,58565,ND
-99.917369,48.646516,Rolette Country Club,PO Box 194,Rolette,58366,ND
-99.613707,48.853439,Rolla Country Club,North Highway 30,Rolla,58367,ND
-99.852614,48.354516,Rugby Golf Club,Highway 2,Rugby,58368,ND
-101.748287,48.951426,Sherwood Golf Course,1 Mile North,Sherwood,58782,ND
-102.969649,46.81846,Pheasant Country Golf Course,103 Pheasant Dr,South Heart,58655,ND
-102.391989,48.32166,Stanley Country Club,112 2nd Ave NE,Stanley,58784,ND
-99.941467,46.865295,Cottonwood Golf Club,3 Miles West #10,Steele,58482,ND
-102.994379,48.40876,Tioga Golf and Country Club,PO Box 651,Tioga,58852,ND
-101.195444,47.458519,Westridge Golf Course,2848 County Road 14 West,Underwood,58576,ND
-98.035699,46.913525,Bjornson Park Golf Course,I,94 Exit 292 South Frontage Rd. West,lley City,ND
-97.986384,46.92666,Valley City Town & Country Club,500 12th Ave NE,Valley City,58072,ND
-100.928734,48.06996,Starcity Golf Course,4525 Hwy 41,Velva,58790,ND
-96.602816,46.278304,Bois De Sioux Golf Course,1305 Rj Hughes Dr,Wahpeton,58075,ND
-97.888468,48.912871,Walhalla Country Club,5 Miles West,Walhalla,58282,ND
-101.018099,47.28893,Painted Woods Golf Course,Highway 83,Washburn,58577,ND
-103.249998,47.804725,Watford City Golf Course,3104 Hwy 23,Watford City,58854,ND
-101.049309,48.879165,Westhope Country Club,Rural Route 21,Westhope,58793,ND
-103.604009,48.18136,Williston Municipal Golf Course,3600 42nd Street,Williston,58801,ND
-103.617559,48.21214,Eagle Ridge Golf Club,6401 Third Avenue E,Williston,58801,ND
-99.586752,46.25442,Beaver Valley Golf Club,SW of Town,Wishek,58495,ND
-99.851299,42.549905,Ainsworth Golf Course,West Highway 20,Ainsworth,69210,NE
-98.013237,41.690551,Albion Country Club,2419 State Highway 91,Albion,68620,NE
-102.818054,42.073598,Skyview Golf Course,2613 County Road 57,Alliance,69301,NE
-99.304163,40.079493,Alma Golf Course,102 Dick Brown Dr,Alma,68920,NE
-99.897859,40.31432,Arapahoe Golf Course,South Highway #283,Arapahoe,68922,NE
-100.194199,41.42087,Arnold Golf Course,RR 2,Arnold,69120,NE
-96.406769,40.99717,Ashland Country Club,16119 Highway 6,Ashland,68003,NE
-96.368079,41.13953,Country Drive Golf Course,951 County Road 4,Ashland,68003,NE
-96.353552,41.041215,Iron Horse Golf Club,900 Club House Dr,Ashland,68003,NE
-96.273829,41.006157,Quarry Oaks Golf Club,16600 Quarry Oaks Dr,Ashland,68003,NE
-99.000821,42.543399,Atkinson Stuart Country Club,47453 Highway 20,Atkinson,68713,NE
-95.838644,40.38387,Auburn Country Club,72722 US Highway 75,Auburn,68305,NE
-97.993388,40.867805,Poco Creek Golf Course,1110 19th St,Aurora,68818,NE
-99.535899,42.5795,Bassett Country Club,Highway 20,Bassett,68714,NE
-97.649047,41.960235,Evergreen Hill Golf Course,54602 837th Rd,Battle Creek,68715,NE
-103.325021,41.816225,Chimney Rock Golf Course,North Highway 26,Bayard,69334,NE
-96.736829,40.24462,Beatrice Country Club,13th and Oak Street,Beatrice,68310,NE
-96.796945,40.234037,Hidden Acres Golf Course,5536 W Lilac Rd,Beatrice,68310,NE
-96.820391,41.904104,Indian Trails Country Club,1128 River Rd,Beemer,68716,NE
-95.973555,41.091851,Platteview Country Club,4215 Platteview Rd,Bellevue,68123,NE
-95.944209,41.10369,Tregaron Golf Course,13909 Glengary Cir,Bellevue,68123,NE
-95.907523,41.16353,Fontenelle Hills Country Club,1102 Country Club Ct,Bellevue,68005,NE
-101.543344,40.045142,Benkelman Golf Course,33998 Highway 34,Benkelman,69021,NE
-99.605754,40.54708,Hi Line Golf Course,Southeast edge of town,Bertrand,68927,NE
-96.193809,41.61802,River Wilds Golf Club,14002 US Highway 75,Blair,68008,NE
-98.443672,40.334766,Blue Hill Golf Course,433 N Willson St,Blue Hill,6893,NE
-103.027812,41.652886,Courthouse & Jail Rock Golf Course,HC 85,Bridgeport,69336,NE
-99.648314,41.40908,Broken Bow Country Club,West Memorial Drive,Broken Bow,68822,NE
-101.873644,41.236104,Bayside Golf Course,865 Lakeview West Rd,Brule,69127,NE
-99.183089,41.816415,Calamus River Golf Course,82796 Whitetail Ln,Burwell,68823,NE
-98.60724,41.007298,Centura Hills Golf Course,312 Centrua Hills Dr,Cairo,68824,NE
-99.923934,41.288963,Callaway Golf Club,201 S Cameron,Callaway,68825,NE
-100.164409,40.28892,Cross Creek Golf Links,900 Cross Creek Rd,Cambridge,69022,NE
-98.000464,41.07613,Valley View Golf Club,Highway 14,Central City,68826,NE
-97.972991,41.095911,Riverside Golf Club,1721 Riverside Rd,Central City,68826,NE
-103.018248,42.801136,Ridgeview Country Club,16611 Highway 385,Chadron,69337,NE
-102.521499,41.093668,Chappell Golf Club,Rd 167 1240,Chappel,69129,NE
-98.058811,40.525002,Crooked Creek Country Club,802 N Martin Ave,Clay Center,68933,NE
-97.330096,41.412772,Quail Run Golf Course,327 S 5th St,Columbus,68601,NE
-97.330096,41.412772,Van Berg Municipal Golf Course,327 S 5th St,Columbus,68601,NE
-97.385642,41.477701,Elks Country Club,5113 63rd St,Columbus,68601,NE
-97.383921,41.481892,Country Shadows Golf Course,6767 Shadow Ridge Pl,Columbus,68601,NE
